IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J,IT05F_indiv,IT06D_indep,IP13D_prnt_sup,IP21_remote_prep,IP34_locale_size,IP34A_public,IP1G35C_prop_disadvan,IP03_tech
10230112,1023,19.53315768461539,2.0,13.25,1,1,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230113,1023,19.53315768461539,1.0,12.92,1,1,3.5,4.0,1.0,0.0,1.75,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230114,1023,19.53315768461539,3.0,14.58,1,1,3.0,2.0,1.0,1.0,2.75,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230115,1023,19.53315768461539,3.0,13.33,1,1,4.0,1.0,1.0,4.0,3.5,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230116,1023,19.53315768461539,3.0,12.75,1,1,1.0,2.0,1.0,3.0,2.75,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230117,1023,19.53315768461539,1.0,13.67,1,1,1.0,1.0,1.0,2.0,3.25,1.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230118,1023,19.53315768461539,2.0,13.33,1,1,2.5,2.0,5.0,3.0,2.75,2.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230119,1023,19.53315768461539,2.0,13.0,1,1,2.5,1.0,1.0,2.0,2.5,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10230120,1023,19.53315768461539,2.0,13.0,1,1,1.5,2.0,1.0,1.0,2.75,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.909090909090909,3.5454545454545454,2.0,4.0,2.0,1.0,4.0,2
10240101,1024,23.54195099038461,2.0,13.33,1,1,4.0,1.0,2.0,2.0,2.75,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240102,1024,23.54195099038461,1.0,13.83,1,1,5.0,3.0,1.0,3.0,3.25,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240103,1024,23.54195099038461,1.0,13.42,1,1,4.0,2.0,1.0,1.0,2.5,2.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240104,1024,23.54195099038461,2.0,13.0,1,1,4.5,4.0,1.0,4.0,2.75,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240105,1024,23.54195099038461,3.0,13.5,1,1,5.0,1.0,1.0,2.0,2.75,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240106,1024,23.54195099038461,1.0,12.17,1,1,4.0,1.0,1.0,2.0,3.5,3.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240107,1024,23.54195099038461,1.0,13.83,1,1,3.0,2.0,1.0,4.0,2.75,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240108,1024,23.54195099038461,2.0,12.58,1,1,3.0,1.0,1.0,1.0,2.75,2.0,2.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240109,1024,23.54195099038461,1.0,13.42,1,1,3.5,1.0,1.0,3.0,2.25,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240110,1024,23.54195099038461,2.0,12.08,1,1,5.0,1.0,1.0,2.0,2.75,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240111,1024,23.54195099038461,2.0,13.33,1,1,4.5,3.0,1.0,1.0,2.5,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240112,1024,23.54195099038461,1.0,12.33,1,1,4.0,1.0,5.0,4.0,3.25,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240113,1024,23.54195099038461,3.0,13.25,1,1,1.5,1.0,1.0,3.0,2.5,3.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240114,1024,23.54195099038461,2.0,12.08,1,1,2.0,3.0,5.0,2.0,2.75,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240115,1024,23.54195099038461,3.0,13.08,1,1,4.5,2.0,1.0,4.0,3.25,2.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240116,1024,23.54195099038461,1.0,13.25,1,1,2.0,2.0,5.0,2.0,3.5,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240117,1024,23.54195099038461,2.0,13.33,1,1,3.5,3.0,2.0,4.0,2.5,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240118,1024,23.54195099038461,2.0,12.17,1,1,4.0,2.0,1.0,4.0,2.75,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240119,1024,23.54195099038461,1.0,14.58,1,1,5.0,1.0,4.0,1.0,2.75,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10240120,1024,23.54195099038461,3.0,13.5,1,1,4.0,2.0,,0.0,2.75,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.875,3.25,2.0,4.0,2.0,1.0,1.0,2
10250101,1025,13.8418655465587,3.0,13.25,1,1,1.0,4.0,5.0,4.0,3.75,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250102,1025,13.8418655465587,2.0,13.0,1,1,4.5,3.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250103,1025,13.8418655465587,2.0,13.33,1,1,3.0,1.0,1.0,4.0,3.5,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250104,1025,13.8418655465587,2.0,12.92,1,1,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250105,1025,13.8418655465587,2.0,13.25,1,1,2.0,3.0,1.0,1.0,2.25,2.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250106,1025,13.8418655465587,1.0,13.25,1,1,1.0,2.0,2.0,3.0,2.5,1.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250107,1025,13.8418655465587,2.0,13.42,1,1,3.0,1.0,1.0,1.0,2.75,3.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250108,1025,13.8418655465587,2.0,13.83,1,1,2.0,2.0,1.0,4.0,2.5,3.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250109,1025,13.8418655465587,2.0,12.92,1,1,3.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250110,1025,13.8418655465587,2.0,13.83,1,1,5.0,1.0,1.0,2.0,2.5,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250111,1025,13.8418655465587,1.0,12.92,1,1,2.5,4.0,1.0,3.0,2.25,2.0,3.0,3.0,4.0,2.0,2.0,,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250112,1025,13.8418655465587,2.0,12.08,1,1,3.0,1.0,1.0,1.0,3.75,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250113,1025,13.8418655465587,2.0,13.25,1,1,3.0,2.0,5.0,3.0,2.6666667,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250114,1025,13.8418655465587,2.0,14.5,1,1,3.5,3.0,1.0,4.0,2.75,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250115,1025,13.8418655465587,2.0,13.75,1,1,3.0,1.0,1.0,3.0,3.25,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250117,1025,13.8418655465587,2.0,13.5,1,1,4.5,1.0,1.0,4.0,3.25,3.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250118,1025,13.8418655465587,3.0,12.92,1,1,5.0,4.0,1.0,4.0,3.25,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250119,1025,13.8418655465587,2.0,13.58,1,1,3.5,1.0,1.0,0.0,3.25,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10250120,1025,13.8418655465587,3.0,13.83,1,1,1.5,2.0,1.0,2.0,2.5,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,4.4,3.4,3.0,4.0,2.0,1.0,2.0,1
10260101,1026,24.51164064777328,3.0,12.17,1,1,1.0,2.0,1.0,3.0,3.75,3.0,2.0,3.0,2.0,4.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260102,1026,24.51164064777328,2.0,13.75,1,1,2.0,1.0,1.0,1.0,2.75,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260103,1026,24.51164064777328,3.0,12.17,1,1,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260105,1026,24.51164064777328,3.0,13.0,1,1,5.0,3.0,1.0,4.0,3.25,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260106,1026,24.51164064777328,3.0,13.0,1,1,4.5,1.0,1.0,4.0,2.75,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260107,1026,24.51164064777328,2.0,12.17,1,1,4.5,3.0,1.0,3.0,2.5,3.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260108,1026,24.51164064777328,3.0,13.42,1,1,3.5,4.0,1.0,4.0,2.25,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260109,1026,24.51164064777328,1.0,13.25,1,1,3.5,2.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260110,1026,24.51164064777328,2.0,13.75,1,1,4.0,3.0,1.0,3.0,2.25,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260111,1026,24.51164064777328,3.0,13.58,1,1,2.0,1.0,1.0,2.0,2.5,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260112,1026,24.51164064777328,2.0,13.08,1,1,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260113,1026,24.51164064777328,3.0,12.0,1,1,4.0,2.0,1.0,3.0,3.25,2.0,3.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260114,1026,24.51164064777328,3.0,13.42,1,1,3.0,4.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260115,1026,24.51164064777328,,13.25,1,1,,,1.0,2.0,,,,,,,,,,,,,,,,,,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260116,1026,24.51164064777328,2.0,13.67,1,1,4.5,3.0,1.0,3.0,2.75,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,4.0,2.0,4.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260117,1026,24.51164064777328,2.0,13.83,1,1,5.0,1.0,1.0,3.0,2.5,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260118,1026,24.51164064777328,3.0,13.25,1,1,3.5,2.0,1.0,3.0,2.25,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260119,1026,24.51164064777328,2.0,13.25,1,1,4.0,1.0,1.0,2.0,2.75,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10260120,1026,24.51164064777328,1.0,12.58,1,1,5.0,1.0,1.0,1.0,2.5,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.9,3.0,2.0,3.0,3.0,1.0,1.0,2
10270101,1027,19.220239375,2.0,13.33,1,1,5.0,4.0,1.0,1.0,2.75,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270102,1027,19.220239375,2.0,14.42,1,1,3.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270103,1027,19.220239375,2.0,13.5,1,1,3.5,4.0,2.0,2.0,2.25,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270104,1027,19.220239375,2.0,12.83,1,1,5.0,2.0,1.0,2.0,2.5,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270105,1027,19.220239375,3.0,12.17,1,1,4.0,1.0,1.0,2.0,3.25,3.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270106,1027,19.220239375,1.0,13.58,1,1,5.0,3.0,1.0,2.0,2.75,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270107,1027,19.220239375,3.0,13.33,1,1,2.5,1.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270108,1027,19.220239375,3.0,13.33,1,1,2.0,1.0,5.0,2.0,2.75,1.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270109,1027,19.220239375,3.0,13.33,1,1,4.0,1.0,1.0,2.0,2.5,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270110,1027,19.220239375,3.0,12.33,1,1,3.0,1.0,1.0,0.0,3.5,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270111,1027,19.220239375,2.0,13.0,1,1,2.0,1.0,1.0,1.0,2.75,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270112,1027,19.220239375,3.0,13.58,1,1,5.0,3.0,1.0,2.0,3.25,3.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270113,1027,19.220239375,3.0,13.83,1,1,5.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270114,1027,19.220239375,1.0,13.67,1,1,5.0,1.0,1.0,0.0,2.5,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270115,1027,19.220239375,1.0,13.5,1,1,3.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270116,1027,19.220239375,2.0,13.58,1,1,3.0,2.0,1.0,3.0,2.75,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270117,1027,19.220239375,1.0,12.17,1,1,1.0,2.0,1.0,2.0,2.25,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270118,1027,19.220239375,3.0,13.75,1,1,3.0,3.0,1.0,4.0,3.25,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270119,1027,19.220239375,2.0,12.42,1,1,4.0,2.0,1.0,4.0,2.5,2.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10270120,1027,19.220239375,3.0,13.83,1,1,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.25,3.25,2.0,4.0,3.0,1.0,1.0,2
10280101,1028,32.68218576923077,2.0,12.17,0,1,,2.0,5.0,2.0,2.75,2.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280102,1028,32.68218576923077,2.0,12.17,0,1,4.5,1.0,1.0,1.0,2.75,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280103,1028,32.68218576923077,,13.08,0,1,,,,,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280104,1028,32.68218576923077,,13.25,0,1,,4.0,5.0,,,,,,,4.0,1.0,2.0,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280106,1028,32.68218576923077,,13.33,0,1,,,1.0,,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280107,1028,32.68218576923077,,13.67,0,1,,,5.0,2.0,,,2.0,3.0,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280108,1028,32.68218576923077,1.0,12.92,0,1,5.0,,1.0,,,3.0,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280110,1028,32.68218576923077,,13.5,0,1,,,1.0,0.0,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280112,1028,32.68218576923077,,13.08,0,1,,,5.0,,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280113,1028,32.68218576923077,1.0,12.83,0,1,3.0,4.0,5.0,3.0,2.75,3.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280114,1028,32.68218576923077,,12.75,0,1,,,1.0,0.0,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280115,1028,32.68218576923077,2.0,14.25,0,1,,1.0,5.0,3.0,,,2.0,4.0,,4.0,3.0,1.0,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280116,1028,32.68218576923077,,13.08,0,1,,,1.0,,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280118,1028,32.68218576923077,,12.92,0,1,,,1.0,,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
10280120,1028,32.68218576923077,,14.5,0,1,,,5.0,0.0,,,,,,,,,,,,,,,,,,3.625,3.25,2.0,3.0,3.0,1.0,1.0,1
