IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J,IT05F_indiv,IT06D_indep,IP13D_prnt_sup,IP21_remote_prep,IP34_locale_size,IP34A_public,IP1G35C_prop_disadvan,IP03_tech
11480110,1148,18.94231830681818,3.0,12.92,1,1,4.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480111,1148,18.94231830681818,2.0,13.08,1,1,3.5,2.0,1.0,4.0,2.75,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480112,1148,18.94231830681818,1.0,13.67,1,1,5.0,2.0,2.0,1.0,2.75,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480113,1148,18.94231830681818,2.0,13.5,1,1,3.0,2.0,1.0,1.0,3.25,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480114,1148,18.94231830681818,3.0,12.25,1,1,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480115,1148,18.94231830681818,2.0,13.58,1,1,3.5,3.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480116,1148,18.94231830681818,3.0,14.83,1,1,3.5,1.0,1.0,2.0,3.25,3.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480117,1148,18.94231830681818,3.0,12.08,1,1,3.0,1.0,1.0,2.0,2.5,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480118,1148,18.94231830681818,2.0,13.25,1,1,4.5,1.0,1.0,2.0,2.5,2.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480119,1148,18.94231830681818,2.0,13.83,1,1,3.0,3.0,1.0,3.0,3.25,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11480120,1148,18.94231830681818,2.0,12.08,1,1,4.0,1.0,1.0,2.0,2.25,2.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.375,3.5,2.0,4.0,2.0,1.0,1.0,2
11490101,1149,11.67770113636364,3.0,13.0,0,4,3.0,2.0,1.0,1.0,2.75,3.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490102,1149,11.67770113636364,3.0,13.0,0,1,1.0,1.0,1.0,4.0,3.25,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490103,1149,11.67770113636364,2.0,13.58,0,1,4.0,1.0,1.0,0.0,3.5,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490104,1149,11.67770113636364,,13.0,0,1,,,1.0,0.0,,,3.0,,,,,,,,,,,,,,,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490105,1149,11.67770113636364,2.0,12.83,0,1,,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490106,1149,11.67770113636364,1.0,13.5,0,1,2.0,2.0,1.0,0.0,2.25,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490107,1149,11.67770113636364,3.0,12.75,0,1,3.0,2.0,1.0,0.0,3.5,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490108,1149,11.67770113636364,,13.83,0,1,,,1.0,2.0,,,,,,,,,,,,,,,,,,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490109,1149,11.67770113636364,3.0,12.17,0,1,1.0,2.0,1.0,4.0,2.75,1.0,2.0,,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490110,1149,11.67770113636364,2.0,13.25,0,1,2.0,2.0,5.0,1.0,3.5,1.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490111,1149,11.67770113636364,3.0,12.0,0,1,4.0,3.0,1.0,2.0,3.25,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490112,1149,11.67770113636364,3.0,13.67,0,1,3.0,1.0,1.0,2.0,2.5,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490113,1149,11.67770113636364,3.0,13.58,0,1,2.0,,1.0,0.0,3.25,3.0,4.0,4.0,4.0,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490114,1149,11.67770113636364,1.0,13.42,0,1,4.0,4.0,1.0,3.0,2.75,1.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490115,1149,11.67770113636364,1.0,13.33,0,1,1.0,4.0,1.0,2.0,3.25,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490116,1149,11.67770113636364,,12.75,0,1,,,3.0,,,,,,,,,,,,,,,,,,,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490117,1149,11.67770113636364,1.0,13.0,0,1,2.5,1.0,1.0,4.0,2.75,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,,3.0,3.0,3.0,3.0,2.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11490118,1149,11.67770113636364,3.0,13.58,0,1,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.7142857142857144,3.2857142857142856,3.0,4.0,1.0,1.0,1.0,2
11500101,1150,21.23218445454545,2.0,13.25,0,1,4.0,2.0,1.0,2.0,3.25,2.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11500102,1150,21.23218445454545,2.0,13.0,0,1,4.0,3.0,1.0,0.0,3.25,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11500103,1150,21.23218445454545,2.0,12.92,0,1,5.0,3.0,1.0,4.0,2.5,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11500104,1150,21.23218445454545,1.0,13.0,0,1,3.5,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11500105,1150,21.23218445454545,3.0,13.42,0,1,3.0,2.0,1.0,3.0,3.25,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11500106,1150,21.23218445454545,3.0,12.0,0,1,2.0,3.0,1.0,4.0,3.25,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.75,3.2222222222222223,3.0,4.0,1.0,1.0,1.0,2
11510101,1151,25.4570065520362,2.0,12.67,1,1,4.5,1.0,1.0,3.0,2.75,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510102,1151,25.4570065520362,2.0,13.33,0,1,3.0,1.0,1.0,3.0,2.75,2.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510103,1151,25.4570065520362,1.0,13.5,0,1,5.0,,1.0,3.0,3.0,,2.0,3.0,4.0,3.0,,,4.0,,,4.0,4.0,,4.0,,4.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510104,1151,25.4570065520362,3.0,13.75,1,1,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510106,1151,25.4570065520362,2.0,13.08,1,1,4.0,3.0,1.0,3.0,2.25,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510107,1151,25.4570065520362,2.0,12.92,0,1,3.0,2.0,1.0,4.0,2.75,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510108,1151,25.4570065520362,2.0,13.58,0,1,4.5,1.0,1.0,4.0,3.5,2.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510109,1151,25.4570065520362,3.0,13.67,1,1,4.0,2.0,1.0,4.0,2.5,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510110,1151,25.4570065520362,2.0,13.25,1,1,3.0,1.0,1.0,2.0,2.6666667,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,,3.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510111,1151,25.4570065520362,1.0,13.83,0,1,4.5,3.0,1.0,2.0,,2.0,3.0,3.0,,3.0,3.0,1.0,,,,,,,,,,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510112,1151,25.4570065520362,3.0,13.83,0,1,3.5,1.0,1.0,2.0,2.5,2.0,2.0,3.0,3.0,4.0,,2.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510113,1151,25.4570065520362,,12.75,1,1,,1.0,1.0,2.0,3.3333333,,2.0,1.0,,2.0,3.0,1.0,,,,,,,,,,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510114,1151,25.4570065520362,3.0,12.83,0,1,3.5,,1.0,0.0,2.0,2.0,3.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510115,1151,25.4570065520362,3.0,13.58,1,1,5.0,4.0,1.0,3.0,3.75,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510116,1151,25.4570065520362,,13.33,1,1,,,1.0,0.0,,,,,,,,,,,,,,,,,,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510117,1151,25.4570065520362,3.0,13.67,0,1,4.0,2.0,5.0,3.0,2.75,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11510120,1151,25.4570065520362,3.0,12.92,1,1,5.0,2.0,1.0,4.0,3.25,2.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.052631578947368,3.4210526315789473,2.0,4.0,2.0,0.0,2.0,1
11520101,1152,14.16237463846154,2.0,13.08,0,1,4.0,1.0,1.0,4.0,2.75,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520102,1152,14.16237463846154,2.0,13.5,0,1,3.5,1.0,4.0,2.0,2.75,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520103,1152,14.16237463846154,2.0,13.25,0,1,5.0,4.0,1.0,4.0,2.25,2.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520104,1152,14.16237463846154,3.0,13.0,0,1,4.0,1.0,1.0,1.0,2.75,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520105,1152,14.16237463846154,3.0,12.83,0,1,4.5,2.0,1.0,4.0,3.25,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520106,1152,14.16237463846154,3.0,13.5,0,1,4.0,1.0,1.0,1.0,1.75,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520107,1152,14.16237463846154,2.0,12.92,0,1,3.5,1.0,1.0,1.0,2.5,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520108,1152,14.16237463846154,3.0,12.92,0,1,4.5,2.0,,4.0,1.25,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520109,1152,14.16237463846154,3.0,13.58,0,1,5.0,1.0,1.0,4.0,3.5,3.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520110,1152,14.16237463846154,1.0,12.58,0,1,4.5,2.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520111,1152,14.16237463846154,2.0,13.42,0,1,4.5,1.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520112,1152,14.16237463846154,2.0,13.25,0,1,3.0,4.0,1.0,2.0,3.5,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520113,1152,14.16237463846154,2.0,13.83,0,1,4.5,1.0,1.0,4.0,2.5,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520114,1152,14.16237463846154,2.0,12.5,0,1,5.0,1.0,1.0,1.0,2.75,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520115,1152,14.16237463846154,3.0,13.67,0,1,5.0,1.0,1.0,1.0,2.75,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520116,1152,14.16237463846154,3.0,12.67,0,1,5.0,2.0,1.0,4.0,1.75,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520117,1152,14.16237463846154,1.0,13.67,0,1,4.0,1.0,1.0,1.0,3.25,3.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520118,1152,14.16237463846154,1.0,13.83,0,1,5.0,1.0,1.0,3.0,2.5,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520119,1152,14.16237463846154,1.0,13.58,0,1,4.0,1.0,5.0,1.0,2.5,2.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11520120,1152,14.16237463846154,2.0,12.83,0,1,4.5,1.0,1.0,2.0,2.75,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.363636363636363,3.3333333333333335,2.0,4.0,2.0,0.0,1.0,2
11530101,1153,10.97610621862348,1.0,12.08,1,1,3.0,1.0,1.0,1.0,,3.0,4.0,1.0,,3.0,2.0,2.0,,,,,,,,,,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530102,1153,10.97610621862348,1.0,13.5,1,1,5.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530103,1153,10.97610621862348,1.0,13.25,1,1,4.0,1.0,1.0,0.0,2.75,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530104,1153,10.97610621862348,2.0,13.17,1,1,2.5,2.0,5.0,2.0,2.75,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530105,1153,10.97610621862348,1.0,12.08,1,1,5.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530107,1153,10.97610621862348,2.0,13.67,1,1,1.0,4.0,1.0,1.0,2.75,2.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530108,1153,10.97610621862348,1.0,13.58,1,1,4.0,1.0,1.0,1.0,2.5,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530109,1153,10.97610621862348,3.0,13.58,1,1,3.5,2.0,1.0,2.0,3.25,3.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530110,1153,10.97610621862348,,12.83,1,1,,,1.0,1.0,,,,,,,,,,,,,,,,,,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530111,1153,10.97610621862348,3.0,13.25,1,1,3.0,2.0,1.0,2.0,2.5,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530112,1153,10.97610621862348,2.0,14.0,1,1,4.0,3.0,1.0,,3.5,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530113,1153,10.97610621862348,1.0,12.17,1,1,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530114,1153,10.97610621862348,2.0,13.25,1,1,2.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530115,1153,10.97610621862348,1.0,13.08,1,1,5.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530116,1153,10.97610621862348,3.0,14.33,1,1,2.0,4.0,1.0,2.0,2.75,1.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530117,1153,10.97610621862348,3.0,14.17,1,1,1.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530118,1153,10.97610621862348,2.0,13.5,1,1,2.5,2.0,1.0,1.0,2.75,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530119,1153,10.97610621862348,2.0,12.75,1,1,5.0,2.0,5.0,1.0,2.75,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11530120,1153,10.97610621862348,,13.25,1,1,3.0,2.0,1.0,2.0,2.0,,4.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,3.875,3.0,2.0,4.0,3.0,0.0,,1
11540101,1154,19.91302546153846,2.0,12.92,1,1,4.5,1.0,1.0,2.0,3.5,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.588235294117647,3.2777777777777777,3.0,3.0,3.0,0.0,5.0,2
11540102,1154,19.91302546153846,2.0,14.67,1,1,1.5,2.0,1.0,2.0,2.75,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.588235294117647,3.2777777777777777,3.0,3.0,3.0,0.0,5.0,2
11540103,1154,19.91302546153846,2.0,13.83,1,1,2.5,2.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,4.588235294117647,3.2777777777777777,3.0,3.0,3.0,0.0,5.0,2
11540104,1154,19.91302546153846,3.0,13.5,1,1,5.0,1.0,1.0,1.0,3.25,3.0,1.0,4.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.588235294117647,3.2777777777777777,3.0,3.0,3.0,0.0,5.0,2
11540105,1154,19.91302546153846,3.0,14.25,1,1,2.0,1.0,1.0,2.0,3.25,2.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.588235294117647,3.2777777777777777,3.0,3.0,3.0,0.0,5.0,2
