IDSTUD,IDSCHOOL,TOTWGTS,IS18C_plan_capacity,ASDAGE,SEX_female,IS34_lang,prnt_ed_M,IS17G_miss_meals,IS01_prop_sch_time,IS09_comm_modes,IS21_teach_sup,IS18E_adult_help,IS14A,IS14C,IS14K,IS17A,IS17C,IS17E,IS25A,IS25B,IS25C,IS25D,IS25E,IS25F,IS25G,IS25H,IS25J
10150107,1015,10.02184621153846,2,13.17,1,1,3,1,1,2,2.5,3,2,3,3,4,3,1,3,3,3,2,3,3,4,4,1
10150108,1015,10.02184621153846,3,13.75,1,1,5,1,1,2,3.25,3,1,4,1,4,1,1,3,2,3,1,1,1,2,,2
10150109,1015,10.02184621153846,3,12.92,1,1,4,1,1,3,4,2,1,3,1,4,2,1,4,3,3,1,1,1,1,4,1
10150110,1015,10.02184621153846,1,13.58,1,1,3,2,1,1,2.75,1,3,2,3,2,2,2,,,,,,,,,
10150111,1015,10.02184621153846,2,13.25,1,1,3,1,1,3,3,3,3,2,3,4,2,3,2,1,2,3,3,2,3,4,2
10150112,1015,10.02184621153846,2,13.42,1,1,3,1,5,1,2.75,3,3,2,3,3,2,1,2,3,3,2,2,2,4,3,2
10150113,1015,10.02184621153846,3,12.08,1,1,4,1,1,2,2.5,1,3,2,2,2,1,1,2,2,2,3,3,3,2,3,2
10150114,1015,10.02184621153846,3,13.33,1,1,2,1,1,4,3.5,3,1,3,3,3,3,1,4,1,3,2,4,3,3,4,1
10150115,1015,10.02184621153846,3,14.5,1,1,5,2,1,4,3.25,2,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3
10150116,1015,10.02184621153846,2,13.33,1,1,4,1,1,3,2,1,2,3,2,2,2,1,3,3,3,2,2,2,2,3,3
10150117,1015,10.02184621153846,2,13.83,1,1,5,2,1,0,3,1,2,2,3,2,1,1,2,2,2,2,2,2,3,3,2
10150118,1015,10.02184621153846,1,12.17,1,1,4,3,1,3,2.75,3,3,3,3,2,2,3,4,3,2,2,2,3,3,3,1
10150119,1015,10.02184621153846,3,13.25,1,1,2,4,1,4,3,2,4,4,2,4,4,4,4,3,3,4,3,4,3,4,4
10150120,1015,10.02184621153846,2,13.58,1,1,3,4,1,3,2.25,3,3,3,1,4,2,3,4,1,1,3,4,4,4,3,4
10160101,1016,20.42073075708502,2,13,1,1,5,4,1,,2.75,3,3,2,4,1,3,3,3,4,2,4,4,4,4,4,4
10160102,1016,20.42073075708502,3,12,1,1,4,1,1,2,3.5,3,2,4,2,4,3,1,3,2,3,2,1,1,3,2,2
10160103,1016,20.42073075708502,2,13.42,1,1,4,1,1,2,3,2,2,4,2,4,2,1,4,3,3,3,3,2,3,3,2
10160104,1016,20.42073075708502,2,13.67,1,1,4,1,1,2,3,2,3,2,4,3,4,1,3,1,1,4,,3,4,2,4
10160105,1016,20.42073075708502,2,13.67,1,1,2.5,2,1,3,3.25,1,3,4,4,3,1,1,4,3,4,1,3,4,4,4,4
10160106,1016,20.42073075708502,2,12.92,1,1,4,1,,2,2.5,2,2,3,4,4,1,1,3,3,3,3,2,2,3,3,4
10160107,1016,20.42073075708502,2,13.67,1,1,4,1,1,1,2.25,2,4,2,4,2,2,2,1,1,1,3,4,4,,2,3
10160108,1016,20.42073075708502,,12.83,1,1,,,1,,,,,,,,,,,,,,,,,,
10160109,1016,20.42073075708502,,13.67,1,1,,,1,1,,,,,,,,,,,,,,,,,
10160110,1016,20.42073075708502,1,13.67,1,1,1.5,2,2,4,2.5,1,3,3,4,2,2,2,4,4,4,4,4,4,4,4,4
10160111,1016,20.42073075708502,2,13.83,1,1,1,3,4,4,2.75,1,1,3,2,4,1,1,2,2,3,2,2,1,2,2,2
10160112,1016,20.42073075708502,2,13.67,1,1,2,1,1,1,2.5,2,3,3,1,2,2,1,3,1,3,1,1,1,1,4,1
10160114,1016,20.42073075708502,2,13.08,1,1,,2,5,4,,1,2,2,,2,3,2,,,,,,,,,
10160115,1016,20.42073075708502,3,13.67,1,1,3,1,5,2,3.75,3,3,3,3,4,3,3,,,,,,,,,
10160116,1016,20.42073075708502,2,12.17,1,1,3,2,1,2,2.75,3,3,2,2,4,2,1,2,2,2,3,3,2,3,3,2
10160117,1016,20.42073075708502,1,13.58,1,1,2.5,1,1,2,3.25,3,2,2,2,3,2,1,4,2,2,2,2,2,2,4,3
10160118,1016,20.42073075708502,2,12.33,1,1,2,2,1,4,2.75,1,3,3,3,1,4,4,3,3,2,4,4,3,3,3,4
10160119,1016,20.42073075708502,3,13.33,1,1,3.5,3,5,1,2.75,3,2,3,2,4,2,1,3,3,3,2,2,2,2,3,2
10160120,1016,20.42073075708502,3,14.5,1,1,2,4,1,0,3.25,3,2,4,2,3,1,1,4,4,4,4,4,2,,4,4
10180102,1018,20.76163299450549,,13,1,1,,,,,,,,,,,,,,,,,,,,,
10180103,1018,20.76163299450549,1,12.08,1,1,1,4,1,1,3.25,3,3,3,3,1,1,1,4,1,3,2,3,1,3,4,2
10180104,1018,20.76163299450549,3,13.83,1,1,4,4,1,4,2.5,3,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3
10180106,1018,20.76163299450549,2,13.33,1,1,2,2,1,2,2.75,2,3,2,2,1,4,1,2,2,2,1,2,3,2,1,1
10180107,1018,20.76163299450549,3,14.58,1,1,1,2,1,4,3.25,3,2,3,2,,3,3,3,3,3,,2,2,2,2,2
10180108,1018,20.76163299450549,2,13.58,1,1,,2,1,4,2.5,1,4,3,4,2,2,3,4,4,4,4,4,4,4,4,4
10180109,1018,20.76163299450549,3,13.33,1,1,5,3,1,4,3,2,2,2,2,4,1,1,3,3,3,1,2,,2,3,2
10180110,1018,20.76163299450549,3,12,1,1,,2,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
10180111,1018,20.76163299450549,2,13.5,1,1,2,2,1,4,3,3,2,4,1,4,1,1,3,2,2,1,1,1,1,4,1
10180113,1018,20.76163299450549,,13.08,1,1,,1,1,1,,,1,3,,3,2,2,,,,,,,,,
10180114,1018,20.76163299450549,2,12.17,1,1,2,2,1,1,3.6666667,,3,2,3,4,1,1,3,,,,3,,2,4,
10180118,1018,20.76163299450549,3,12.08,1,1,4,1,1,2,2.5,2,2,3,2,1,2,2,2,2,2,2,3,2,3,3,2
10180119,1018,20.76163299450549,,13.5,1,1,,,1,4,,,,,,,,,,,,,,,,,
10180120,1018,20.76163299450549,2,12.92,1,1,4,3,1,1,2.75,3,3,2,3,4,2,2,3,2,2,2,3,3,3,3,3
10190101,1019,18.35489326153846,2,13.75,0,1,2,3,5,2,3.25,1,2,2,2,3,1,3,3,3,2,3,3,2,3,4,4
10190102,1019,18.35489326153846,3,12.17,0,1,5,2,1,3,2.75,2,2,2,4,4,1,1,2,4,4,1,1,1,3,4,2
10190103,1019,18.35489326153846,2,13.08,0,1,3.5,2,1,1,3.5,2,1,4,2,4,1,1,4,2,3,4,2,3,4,3,4
10190105,1019,18.35489326153846,3,13.67,0,1,2.5,4,1,0,2.75,3,3,2,3,1,,2,3,3,3,3,3,3,3,3,3
10190106,1019,18.35489326153846,2,12.92,0,1,3,2,1,1,2.5,2,3,3,1,4,1,1,4,3,3,1,1,1,2,3,1
10190107,1019,18.35489326153846,3,13.17,0,1,3,1,1,4,3.25,3,2,2,2,3,1,1,2,2,3,2,2,2,3,3,2
10190108,1019,18.35489326153846,3,13.75,0,1,4,1,1,4,3.25,2,1,3,1,4,1,1,3,3,3,1,1,1,2,3,1
10190109,1019,18.35489326153846,2,13.33,0,1,4,1,,3,3.5,3,2,4,2,3,2,2,3,2,3,,3,2,3,2,2
10190110,1019,18.35489326153846,,14.5,0,1,3,4,1,4,3,1,4,3,1,3,3,,,,,,,3,4,1,
10190111,1019,18.35489326153846,3,12.08,0,1,4,3,1,0,1.75,2,2,2,2,4,1,1,1,1,1,3,3,2,2,3,4
10190112,1019,18.35489326153846,,13.25,0,1,2,,5,0,3,,4,4,4,1,1,,3,4,2,4,4,4,3,4,
10190113,1019,18.35489326153846,2,13.25,0,1,5,1,1,3,2.75,3,2,2,2,4,1,1,3,3,3,1,1,1,1,3,1
10190114,1019,18.35489326153846,2,13.08,0,1,1,3,1,2,2.25,3,4,1,1,2,1,3,4,4,4,1,1,1,1,4,1
10190115,1019,18.35489326153846,2,13.33,0,1,3.5,2,1,4,3.25,2,2,3,1,2,4,3,3,3,3,3,3,2,2,3,2
10190116,1019,18.35489326153846,3,13.75,0,1,2,1,4,2,3.25,,1,2,4,1,3,1,,,,,,,,,
10190117,1019,18.35489326153846,2,13.75,0,1,4,4,4,4,3.5,3,1,4,1,3,1,1,4,4,4,1,1,1,1,4,1
10190118,1019,18.35489326153846,,13.58,0,1,2,3,1,2,2.75,,2,2,3,3,3,3,3,2,3,2,,2,,2,2
10190119,1019,18.35489326153846,2,12.92,0,1,1.5,1,1,1,3.25,2,3,2,1,2,1,1,3,3,3,3,3,3,3,3,3
10190120,1019,18.35489326153846,1,14.58,0,1,3,4,1,1,2.75,3,4,1,4,1,2,2,3,2,3,2,2,3,4,4,1
10210108,1021,59.1547562423077,2,13.25,1,1,5,3,1,3,3.25,3,3,2,4,4,2,1,2,2,1,4,4,4,4,4,4
10210109,1021,59.1547562423077,1,12,1,1,5,2,1,2,3.25,2,2,3,3,1,2,1,3,2,3,2,2,2,3,3,3
10210110,1021,59.1547562423077,,13.08,1,1,,,1,,,,,,,,,,,,,,,,,,
10210111,1021,59.1547562423077,2,12.92,1,1,2,1,3,2,2.75,2,3,3,3,4,1,1,3,3,3,2,2,2,2,3,2
10210112,1021,59.1547562423077,3,13.67,1,1,2.5,2,1,3,2.75,3,3,3,2,2,3,1,1,1,1,3,3,2,2,4,2
10210113,1021,59.1547562423077,2,12.08,1,1,5,3,1,4,3.25,2,2,1,3,3,2,3,3,1,3,3,,1,2,4,
10210114,1021,59.1547562423077,3,13.58,1,1,5,1,1,3,3.25,2,2,3,3,4,3,1,1,1,1,4,4,4,4,2,3
10210116,1021,59.1547562423077,2,12.17,1,1,2,1,1,1,2.5,2,2,4,2,1,3,3,4,3,2,1,2,3,4,3,1
10210117,1021,59.1547562423077,3,13.75,1,1,3.5,4,1,2,2.6666667,2,3,3,3,1,2,3,4,2,3,4,3,3,2,3,2
10210119,1021,59.1547562423077,2,12.92,1,1,2.5,1,1,4,2,2,3,3,2,4,1,1,2,3,3,3,2,3,2,4,2
10220101,1022,29.50230113360324,1,13,0,1,2.5,1,1,1,2.75,2,3,2,3,4,2,1,1,1,1,1,3,2,3,3,2
10220102,1022,29.50230113360324,2,12.08,0,1,3.5,1,1,3,3,2,3,2,4,1,1,1,4,4,4,4,4,4,4,4,3
10220103,1022,29.50230113360324,2,13.5,0,1,4,2,5,4,2.75,2,3,2,3,2,,1,4,2,2,3,3,3,3,3,3
10220104,1022,29.50230113360324,2,12.75,0,1,5,1,1,4,2.25,3,2,2,2,2,3,1,3,2,2,4,4,4,4,4,3
10220105,1022,29.50230113360324,1,13.17,0,1,5,3,5,2,2.5,2,2,2,3,1,1,1,2,1,2,4,4,2,2,4,3
10220106,1022,29.50230113360324,3,12.83,0,1,3.5,1,2,0,3.5,2,4,4,1,3,2,1,1,1,1,1,1,1,1,1,1
10220107,1022,29.50230113360324,,13.08,0,1,,4,5,,4,,4,,4,4,,1,3,3,3,,,,,,
10220108,1022,29.50230113360324,2,13,0,1,2,1,3,0,2.5,1,3,2,3,1,1,3,3,2,1,3,2,2,3,3,2
10220109,1022,29.50230113360324,2,12.08,0,1,3,1,1,3,2.75,2,2,2,3,4,3,3,4,4,4,3,4,2,3,4,2
10220110,1022,29.50230113360324,2,14.83,0,1,4,2,1,0,2.75,2,4,1,3,4,4,2,3,2,3,2,3,2,3,2,2
10220111,1022,29.50230113360324,2,13.33,0,1,3.5,2,1,1,3.5,3,1,3,2,4,1,1,3,3,3,2,2,1,1,4,1
10220113,1022,29.50230113360324,2,13.33,0,1,5,2,1,2,3.25,3,3,2,4,4,3,2,2,2,2,2,4,3,2,4,2
10220114,1022,29.50230113360324,,13.92,1,1,2.5,4,,1,4,3,,,2,1,,2,4,,,4,3,2,3,3,4
10220115,1022,29.50230113360324,3,14.92,0,1,3.5,1,1,3,3.25,2,2,4,2,4,4,1,4,4,3,2,2,2,2,3,2
10220116,1022,29.50230113360324,,15.58,0,1,3.5,1,5,1,2.6666667,1,4,3,4,2,1,2,4,3,3,3,3,4,3,4,3
10220117,1022,29.50230113360324,2,13,0,1,1,1,1,4,3,3,3,3,4,2,2,1,3,3,4,3,3,,3,,3
10220118,1022,29.50230113360324,,14.33,0,3,2,1,1,0,4,3,,,,1,1,,,,,,,,,,
10220119,1022,29.50230113360324,3,13.75,0,1,5,3,3,2,3,1,2,3,2,4,1,1,4,3,3,2,2,2,3,3,4
10220120,1022,29.50230113360324,2,13.33,0,1,2.5,1,5,4,2.75,2,1,2,2,2,3,2,2,2,3,1,3,3,3,3,2
10230101,1023,19.53315768461539,2,13.58,1,1,3,2,1,1,3.25,2,2,3,3,2,2,1,2,2,2,1,2,3,2,2,4
10230102,1023,19.53315768461539,1,13.42,1,1,3.5,1,1,0,3,1,1,4,2,2,2,1,1,1,1,1,1,1,1,4,2
10230103,1023,19.53315768461539,1,12.92,1,1,4,1,1,1,3.25,1,3,4,4,2,2,2,1,1,1,4,4,3,4,2,1
10230104,1023,19.53315768461539,2,13.33,1,1,1,4,1,2,2.5,2,3,2,3,4,1,3,4,2,3,4,4,4,4,3,4
10230105,1023,19.53315768461539,2,12.92,1,1,2,1,5,4,3.25,3,2,4,3,4,2,1,4,4,4,1,1,1,1,4,2
10230106,1023,19.53315768461539,2,13.33,1,1,2.5,4,1,3,2.75,3,3,3,3,4,4,1,2,1,1,4,4,4,4,4,1
10230107,1023,19.53315768461539,2,13.42,1,1,2,1,1,2,2.75,2,4,2,3,4,1,1,4,2,4,2,4,3,3,4,4
10230108,1023,19.53315768461539,2,13.42,1,1,3,1,1,4,3,2,3,2,3,3,1,1,3,2,2,3,3,3,2,2,2
10230109,1023,19.53315768461539,2,13.67,1,1,2,2,5,3,2.5,1,3,2,3,1,3,2,3,2,2,3,3,2,2,3,2
10230110,1023,19.53315768461539,2,13.25,1,1,3,2,1,1,3.25,2,1,3,1,4,1,1,3,3,3,1,1,1,1,1,1
10230111,1023,19.53315768461539,2,13.75,1,1,3,2,1,4,2.75,2,2,3,3,2,3,2,4,3,3,3,2,2,2,2,3
10230112,1023,19.53315768461539,2,13.25,1,1,4,3,1,3,3,2,3,2,2,4,1,1,3,2,3,2,2,2,2,2,2
10230113,1023,19.53315768461539,1,12.92,1,1,3.5,4,1,0,1.75,3,4,2,4,2,1,2,2,2,2,4,4,4,2,1,4
10230114,1023,19.53315768461539,3,14.58,1,1,3,2,1,1,2.75,2,3,3,3,3,2,4,4,3,3,2,3,2,3,3,3
10230115,1023,19.53315768461539,3,13.33,1,1,4,1,1,4,3.5,3,3,2,2,3,2,1,4,4,4,4,4,4,4,4,4
10230116,1023,19.53315768461539,3,12.75,1,1,1,2,1,3,2.75,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3
10230117,1023,19.53315768461539,1,13.67,1,1,1,1,1,2,3.25,1,3,4,4,2,1,1,4,4,4,4,4,4,4,4,4
10230118,1023,19.53315768461539,2,13.33,1,1,2.5,2,5,3,2.75,2,4,2,4,4,1,1,2,2,2,2,4,4,4,4,3
10230119,1023,19.53315768461539,2,13,1,1,2.5,1,1,2,2.5,2,3,2,4,4,1,1,1,1,1,1,1,4,4,4,4
10230120,1023,19.53315768461539,2,13,1,1,1.5,2,1,1,2.75,2,3,1,3,1,3,3,2,2,1,2,3,3,3,4,4
10240101,1024,23.54195099038461,2,13.33,1,1,4,1,2,2,2.75,3,3,2,3,4,2,3,4,4,3,4,4,3,4,4,3
10240102,1024,23.54195099038461,1,13.83,1,1,5,3,1,3,3.25,2,3,3,3,3,2,2,1,1,1,4,2,2,2,3,2
10240103,1024,23.54195099038461,1,13.42,1,1,4,2,1,1,2.5,2,3,2,4,4,2,1,2,2,2,4,3,3,4,3,3
10240104,1024,23.54195099038461,2,13,1,1,4.5,4,1,4,2.75,2,3,4,4,4,2,3,3,4,3,2,2,3,3,3,2
10240105,1024,23.54195099038461,3,13.5,1,1,5,1,1,2,2.75,2,2,3,2,4,1,1,3,3,3,2,2,2,2,2,2
10240106,1024,23.54195099038461,1,12.17,1,1,4,1,1,2,3.5,3,3,2,3,4,1,2,3,2,3,3,4,4,4,4,2
10240107,1024,23.54195099038461,1,13.83,1,1,3,2,1,4,2.75,1,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2
10240108,1024,23.54195099038461,2,12.58,1,1,3,1,1,1,2.75,2,2,3,2,3,4,1,3,2,3,2,2,2,2,3,2
10240109,1024,23.54195099038461,1,13.42,1,1,3.5,1,1,3,2.25,3,4,1,4,1,1,1,2,1,2,4,4,4,4,4,4
10240110,1024,23.54195099038461,2,12.08,1,1,5,1,1,2,2.75,3,2,2,3,3,2,1,2,2,2,4,4,4,4,4,3
10240111,1024,23.54195099038461,2,13.33,1,1,4.5,3,1,1,2.5,2,3,3,4,3,3,3,1,1,1,4,4,4,4,4,4
10240112,1024,23.54195099038461,1,12.33,1,1,4,1,5,4,3.25,3,2,2,4,3,1,1,1,1,1,1,1,4,3,3,4
10240113,1024,23.54195099038461,3,13.25,1,1,1.5,1,1,3,2.5,3,4,2,4,2,2,1,3,3,3,3,3,3,4,3,2
10240114,1024,23.54195099038461,2,12.08,1,1,2,3,5,2,2.75,3,3,2,2,2,1,2,4,3,3,1,2,2,3,4,3
10240115,1024,23.54195099038461,3,13.08,1,1,4.5,2,1,4,3.25,2,4,3,1,4,2,1,4,2,3,2,2,2,2,2,2
10240116,1024,23.54195099038461,1,13.25,1,1,2,2,5,2,3.5,3,2,3,3,3,2,1,1,2,1,2,3,2,1,2,2
10240117,1024,23.54195099038461,2,13.33,1,1,3.5,3,2,4,2.5,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2
10240118,1024,23.54195099038461,2,12.17,1,1,4,2,1,4,2.75,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3
10240119,1024,23.54195099038461,1,14.58,1,1,5,1,4,1,2.75,3,2,2,3,2,3,2,3,3,3,3,3,3,3,4,3
10240120,1024,23.54195099038461,3,13.5,1,1,4,2,,0,2.75,3,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3
10250101,1025,13.8418655465587,3,13.25,1,1,1,4,5,4,3.75,1,2,2,4,1,1,1,4,3,4,1,3,3,1,2,1
10250102,1025,13.8418655465587,2,13,1,1,4.5,3,1,4,3,3,3,2,3,4,3,3,4,3,3,3,3,3,3,4,2
10250103,1025,13.8418655465587,2,13.33,1,1,3,1,1,4,3.5,3,2,2,3,3,1,1,4,3,3,4,3,4,2,2,4
10250104,1025,13.8418655465587,2,12.92,1,1,2,3,1,4,3,2,2,3,2,3,2,3,4,4,4,4,2,2,3,4,4
10250105,1025,13.8418655465587,2,13.25,1,1,2,3,1,1,2.25,2,4,3,3,1,1,2,1,1,1,1,4,3,3,2,4
10250106,1025,13.8418655465587,1,13.25,1,1,1,2,2,3,2.5,1,3,1,4,1,3,1,4,4,3,4,4,4,2,4,4
10250107,1025,13.8418655465587,2,13.42,1,1,3,1,1,1,2.75,3,4,1,3,3,2,1,3,2,3,2,3,2,2,2,2
10250108,1025,13.8418655465587,2,13.83,1,1,2,2,1,4,2.5,3,4,3,4,1,2,1,3,3,3,4,4,4,3,4,4
10250109,1025,13.8418655465587,2,12.92,1,1,3,1,1,3,3.25,3,2,2,3,3,1,2,4,2,3,4,3,4,2,2,4
10250110,1025,13.8418655465587,2,13.83,1,1,5,1,1,2,2.5,1,3,2,2,3,1,2,3,3,3,2,1,2,2,3,3
10250111,1025,13.8418655465587,1,12.92,1,1,2.5,4,1,3,2.25,2,3,3,4,2,2,,4,4,3,4,3,3,3,3,3
10250112,1025,13.8418655465587,2,12.08,1,1,3,1,1,1,3.75,2,3,2,3,1,2,1,1,1,1,3,2,2,1,1,3
10250113,1025,13.8418655465587,2,13.25,1,1,3,2,5,3,2.6666667,2,3,2,2,4,4,2,3,3,3,1,3,3,3,4,1
10250114,1025,13.8418655465587,2,14.5,1,1,3.5,3,1,4,2.75,2,4,2,4,2,1,2,2,4,4,2,3,2,3,3,2
10250115,1025,13.8418655465587,2,13.75,1,1,3,1,1,3,3.25,3,2,2,3,3,1,2,4,2,3,4,3,4,2,2,4
10250117,1025,13.8418655465587,2,13.5,1,1,4.5,1,1,4,3.25,3,2,2,3,3,1,2,4,2,3,4,3,4,2,2,4
10250118,1025,13.8418655465587,3,12.92,1,1,5,4,1,4,3.25,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4
10250119,1025,13.8418655465587,2,13.58,1,1,3.5,1,1,0,3.25,2,3,3,2,2,1,1,3,3,3,3,2,2,2,3,3
10250120,1025,13.8418655465587,3,13.83,1,1,1.5,2,1,2,2.5,2,3,3,2,1,2,1,3,3,3,4,2,3,2,4,2
10260101,1026,24.51164064777328,3,12.17,1,1,1,2,1,3,3.75,3,2,3,2,4,1,1,4,4,4,2,2,2,2,2,2
10260102,1026,24.51164064777328,2,13.75,1,1,2,1,1,1,2.75,1,2,3,4,4,3,2,3,2,1,4,4,4,4,4,3
10260103,1026,24.51164064777328,3,12.17,1,1,3,4,5,4,3,3,3,2,3,1,2,2,3,3,3,3,3,3,3,3,3
10260105,1026,24.51164064777328,3,13,1,1,5,3,1,4,3.25,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,4
10260106,1026,24.51164064777328,3,13,1,1,4.5,1,1,4,2.75,3,2,2,3,1,3,2,2,1,2,4,3,2,4,3,4
10260107,1026,24.51164064777328,2,12.17,1,1,4.5,3,1,3,2.5,3,3,2,4,4,3,1,4,1,2,2,2,2,3,2,2
10260108,1026,24.51164064777328,3,13.42,1,1,3.5,4,1,4,2.25,3,4,4,3,3,3,2,3,3,3,2,3,2,4,4,2
10260109,1026,24.51164064777328,1,13.25,1,1,3.5,2,1,3,3,1,4,1,4,4,1,2,3,1,1,4,4,4,1,4,4
10260110,1026,24.51164064777328,2,13.75,1,1,4,3,1,3,2.25,2,2,3,3,3,2,3,3,3,3,4,4,4,2,3,2
10260111,1026,24.51164064777328,3,13.58,1,1,2,1,1,2,2.5,2,3,2,4,4,4,2,2,2,2,3,2,4,4,4,1
10260112,1026,24.51164064777328,2,13.08,1,1,2,2,1,4,3,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,2
10260113,1026,24.51164064777328,3,12,1,1,4,2,1,3,3.25,2,3,2,4,3,4,1,1,1,1,3,2,1,3,3,3
10260114,1026,24.51164064777328,3,13.42,1,1,3,4,1,0,3,3,1,2,3,4,2,1,3,3,3,3,2,4,2,3,3
10260115,1026,24.51164064777328,,13.25,1,1,,,1,2,,,,,,,,,,,,,,,,,
10260116,1026,24.51164064777328,2,13.67,1,1,4.5,3,1,3,2.75,3,2,3,2,3,4,3,3,4,,3,3,4,2,4,2
10260117,1026,24.51164064777328,2,13.83,1,1,5,1,1,3,2.5,3,2,2,2,3,2,1,3,2,3,2,2,2,3,3,1
10260118,1026,24.51164064777328,3,13.25,1,1,3.5,2,1,3,2.25,2,3,3,4,3,4,3,3,3,3,4,4,4,3,4,3
10260119,1026,24.51164064777328,2,13.25,1,1,4,1,1,2,2.75,2,2,3,2,2,1,1,3,2,2,2,3,2,3,3,4
10260120,1026,24.51164064777328,1,12.58,1,1,5,1,1,1,2.5,3,2,2,4,2,2,1,2,1,2,4,4,4,4,3,2
10270101,1027,19.220239375,2,13.33,1,1,5,4,1,1,2.75,3,3,3,4,4,2,1,1,1,1,4,4,4,2,1,4
10270102,1027,19.220239375,2,14.42,1,1,3,1,1,4,3,2,2,3,1,4,2,1,3,2,3,2,3,2,2,3,1
10270103,1027,19.220239375,2,13.5,1,1,3.5,4,2,2,2.25,2,2,3,3,2,2,4,2,2,2,3,3,2,3,3,2
10270104,1027,19.220239375,2,12.83,1,1,5,2,1,2,2.5,3,2,2,1,2,1,1,3,2,2,3,3,2,3,2,3
10270105,1027,19.220239375,3,12.17,1,1,4,1,1,2,3.25,3,4,1,4,4,2,2,3,2,3,4,4,4,1,3,1
10270106,1027,19.220239375,1,13.58,1,1,5,3,1,2,2.75,2,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3
10270107,1027,19.220239375,3,13.33,1,1,2.5,1,1,0,3,2,2,3,1,4,2,1,2,2,2,4,4,2,4,4,4
10270108,1027,19.220239375,3,13.33,1,1,2,1,5,2,2.75,1,4,1,3,4,1,1,3,3,2,2,4,2,1,1,1
10270109,1027,19.220239375,3,13.33,1,1,4,1,1,2,2.5,3,3,1,2,4,1,1,2,2,2,4,4,4,4,4,2
10270110,1027,19.220239375,3,12.33,1,1,3,1,1,0,3.5,3,1,1,3,3,3,3,1,1,1,1,3,1,4,4,1
10270111,1027,19.220239375,2,13,1,1,2,1,1,1,2.75,3,3,3,3,2,3,2,2,2,2,3,2,2,4,4,3
10270112,1027,19.220239375,3,13.58,1,1,5,3,1,2,3.25,3,2,4,2,4,2,1,3,2,3,1,3,3,4,4,1
10270113,1027,19.220239375,3,13.83,1,1,5,1,1,4,3,2,3,3,4,2,2,2,2,2,3,3,4,4,2,4,2
10270114,1027,19.220239375,1,13.67,1,1,5,1,1,0,2.5,2,3,3,3,1,1,3,3,3,2,2,2,2,3,3,2
10270115,1027,19.220239375,1,13.5,1,1,3,1,1,3,4,3,4,1,3,1,4,4,2,2,2,4,3,3,3,3,4
10270116,1027,19.220239375,2,13.58,1,1,3,2,1,3,2.75,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3
10270117,1027,19.220239375,1,12.17,1,1,1,2,1,2,2.25,2,3,3,4,3,2,2,2,2,2,3,3,3,3,3,4
10270118,1027,19.220239375,3,13.75,1,1,3,3,1,4,3.25,3,3,2,3,4,1,1,2,2,2,3,3,2,3,3,3
10270119,1027,19.220239375,2,12.42,1,1,4,2,1,4,2.5,2,3,1,4,1,4,4,4,4,4,4,4,4,4,4,4
10270120,1027,19.220239375,3,13.83,1,1,3,1,1,1,3,3,3,2,2,4,1,1,3,2,3,3,2,2,3,3,3
10280101,1028,32.68218576923077,2,12.17,0,1,,2,5,2,2.75,2,3,2,3,4,1,1,3,3,3,2,2,2,3,2,2
10280102,1028,32.68218576923077,2,12.17,0,1,4.5,1,1,1,2.75,3,2,2,2,4,1,1,2,1,2,3,2,2,3,2,1
10280103,1028,32.68218576923077,,13.08,0,1,,,,,,,,,,,,,,,,,,,,,
10280104,1028,32.68218576923077,,13.25,0,1,,4,5,,,,,,,4,1,2,,,,,,,,,
10280106,1028,32.68218576923077,,13.33,0,1,,,1,,,,,,,,,,,,,,,,,,
10280107,1028,32.68218576923077,,13.67,0,1,,,5,2,,,2,3,,,,,,,,,,,,,
10280108,1028,32.68218576923077,1,12.92,0,1,5,,1,,,3,,,,,,,,,,,,,,,
10280110,1028,32.68218576923077,,13.5,0,1,,,1,0,,,,,,,,,,,,,,,,,
10280112,1028,32.68218576923077,,13.08,0,1,,,5,,,,,,,,,,,,,,,,,,
10280113,1028,32.68218576923077,1,12.83,0,1,3,4,5,3,2.75,3,4,2,1,2,2,3,3,,2,3,1,3,2,1,3
10280114,1028,32.68218576923077,,12.75,0,1,,,1,0,,,,,,,,,,,,,,,,,
10280115,1028,32.68218576923077,2,14.25,0,1,,1,5,3,,,2,4,,4,3,1,,,,,,,,,
10280116,1028,32.68218576923077,,13.08,0,1,,,1,,,,,,,,,,,,,,,,,,
10280118,1028,32.68218576923077,,12.92,0,1,,,1,,,,,,,,,,,,,,,,,,
10280120,1028,32.68218576923077,,14.5,0,1,,,5,0,,,,,,,,,,,,,,,,,
