IDSCHOOL,IDTEACH,IT05F_indiv,IT06A_teach_qual,IT06D_indep,IT25_yrs_exp
1199,119913,4,4,4,5
1199,119914,5,4,4,6
1200,120001,4,3,3,5
1200,120002,3,3,3,3
1200,120003,4,3,3,2
1200,120004,4,4,4,3
1200,120005,4,3,3,4
1200,120006,2,1,4,3
1200,120007,4,3,3,6
1200,120008,5,4,4,5
1200,120009,5,3,4,5
1200,120010,4,3,3,2
1200,120011,4,3,3,4
1200,120012,4,3,3,5
1200,120013,4,3,3,4
